@BOOK@	n="1"	book_title="The Noble Quran"	book_type="#religious"
@SECTION@	n="0"	section_title="Introduction"
@SURA@	n="2"	sura_title="al-Baqara"
@P@	n="155"	id="p12"	translation="We will certainly test you with a touch of fear and famine and loss of property, life, and crops. Give good news to those who patiently endure"
ولنبلونكم	noun_prop	ولنبلونكم	_	_	ولنبلونكم-o	ولنبلونكم-o
سنة	noun	سَنَة	_	_	سنة-n	سَنَة-n
حتى	prep	حَتَّى	_	_	حتى-p	حَتَّى-p
قتل	verb	قَتَل	_	_	قتل-v	قَتَل-v
مصعب	noun_prop	مصعب	_	_	مصعب-o	مصعب-o
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
عقد	noun	عَقْد	_	_	عقد-n	عَقْد-n
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
العزيز	noun_prop	عَزِيز	_	_	العزيز-o	عَزِيز-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مروان	noun_prop	مَرْوان	_	_	مروان-o	مَرْوان-o
صاحب	noun	صاحِب	_	_	صاحب-n	صاحِب-n
الترجمة	noun	تَرْجَمَة	_	_	الترجمة-n	تَرْجَمَة-n
لحسان	noun	حَسَن	_	_	لحسان-n	حَسَن-n
الغساني	adj	غَسّانِيّ	_	_	الغساني-a	غَسّانِيّ-a
على	prep	عَلَى	_	_	على-p	عَلَى-p
غزو	noun	غَزْو	_	_	غزو-n	غَزْو-n
أفريقية	adj	أَفْرِيقِيّ	place	Africa	أفريقية-a	أَفْرِيقِيّ-a
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
اجتمعت	verb	ٱِجْتَمَع	_	_	اجتمعت-v	ٱِجْتَمَع-v
الروم	noun_prop	رُوم	_	_	الروم-o	رُوم-o
واستجاشوا	verb	ٱِسْتَجاش	_	_	واستجاشوا-v	ٱِسْتَجاش-v
على	prep	عَلَى	_	_	على-p	عَلَى-p
من	prep	مِن	_	_	من-p	مِن-p
بالشام	noun_prop	شام	place	Sham	بالشام-o	شام-o
،	punc	،	_	_	،-x	،-x
فصالح	noun_prop	صالِح	_	_	فصالح-o	صالِح-o
الخليفة	noun	خَلِيفَة	_	_	الخليفة-n	خَلِيفَة-n
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
الملك	noun	مَلِك	_	_	الملك-n	مَلِك-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مروان	noun_prop	مَرْوان	_	_	مروان-o	مَرْوان-o
[	punc	[	_	_	[-x	[-x
ملكهم	verb	مَلَك	_	_	ملكهم-v	مَلَك-v
«	punc	«	_	_	«-x	«-x
١	digit	١	_	_	١-0	١-0
»	punc	»	_	_	»-x	»-x
]	punc	]	_	_	]-x	]-x
على	prep	عَلَى	_	_	على-p	عَلَى-p
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
يودى	verb	أَوْدَى	_	_	يودى-v	أَوْدَى-v
إليه	prep	إِلَى	_	_	إليه-p	إِلَى-p
في	prep	فِي	_	_	في-p	فِي-p
كل	noun	كُلّ	_	_	كل-n	كُلّ-n
جمعة	noun_prop	جُمْعَة	_	_	جمعة-o	جُمْعَة-o
ألف	noun	أَلْف	_	_	ألف-n	أَلْف-n
دينار	noun	دِينار	_	_	دينار-n	دِينار-n
خوفا	noun	خَوْف	_	_	خوفا-n	خَوْف-n
منه	prep	مِن	_	_	منه-p	مِن-p
على	prep	عَلَى	_	_	على-p	عَلَى-p
المسلمين	adj	مُسْلِم	_	_	المسلمين-a	مُسْلِم-a
.	punc	.	_	_	.-x	.-x
هكذا	conj	هٰكَذا	_	_	هكذا-c	هٰكَذا-c
ذكر	verb	ذَكَر	_	_	ذكر-v	ذَكَر-v
ابن	noun_prop	ٱِبْن	_	_	ابن-o	ٱِبْن-o
الأثير	noun	أَثِير	_	_	الأثير-n	أَثِير-n
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
الواقعة	noun	واقِع	_	_	الواقعة-n	واقِع-n
في	prep	فِي	_	_	في-p	فِي-p
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
السنة	noun	سَنَة	_	_	السنة-n	سَنَة-n
،	punc	،	_	_	،-x	،-x
وقال	verb	قال	_	_	وقال-v	قال-v
غيره	noun	غَيْر	_	_	غيره-n	غَيْر-n
:	punc	:	_	_	:-x	:-x
أنها	conj_sub	أَنَّ	_	_	أنها-k	أَنَّ-k
في	prep	فِي	_	_	في-p	فِي-p
غير	noun	غَيْر	_	_	غير-n	غَيْر-n
السنة	noun	سَنَة	_	_	السنة-n	سَنَة-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توجه	verb	تَوَجَّه	_	_	توجه-v	تَوَجَّه-v
مصعب	noun_prop	مصعب	_	_	مصعب-o	مصعب-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الزبير	noun_prop	زُبَيْر	_	_	الزبير-o	زُبَيْر-o
إلى	prep	إِلَى	_	_	إلى-p	إِلَى-p
مكة	noun_prop	مَكَّة	place	Mecca	مكة-o	مَكَّة-o
ومعه	prep	مَع	_	_	ومعه-p	مَع-p
أموال	noun	مال	_	_	أموال-n	مال-n
كثيرة	noun	كَثِير	_	_	كثيرة-n	كَثِير-n
ودواب	noun	دابَّة	_	_	ودواب-n	دابَّة-n
كثيرة	noun	كَثِير	_	_	كثيرة-n	كَثِير-n
،	punc	،	_	_	،-x	،-x
فقسم	noun	قِسْم	_	_	فقسم-n	قِسْم-n
في	prep	فِي	_	_	في-p	فِي-p
قومه	noun	قَوْم	_	_	قومه-n	قَوْم-n
وغيرهم	noun	غَيْر	_	_	وغيرهم-n	غَيْر-n
ونحر	verb	نَحَر	_	_	ونحر-v	نَحَر-v
بدنا	verb	بَدَن	_	_	بدنا-v	بَدَن-v
كثيرة	noun	كَثِير	_	_	كثيرة-n	كَثِير-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
«	punc	«	_	_	«-x	«-x
1	digit	1	_	_	1-0	1-0
»	punc	»	_	_	»-x	»-x
حكم	noun	حُكْم	_	_	حكم-n	حُكْم-n
رجل	noun	رَجُل	_	_	رجل-n	رَجُل-n
من	prep	مِن	_	_	من-p	مِن-p
الخوارج	noun	خَوارِج	_	_	الخوارج-n	خَوارِج-n
بمنى	noun_prop	مُنَى	_	_	بمنى-o	مُنَى-o
وسل	noun	سَلّ	_	_	وسل-n	سَلّ-n
سيفه	noun	سَيْف	_	_	سيفه-n	سَيْف-n
،	punc	،	_	_	،-x	،-x
وكانوا	verb	كان	_	_	وكانوا-v	كان-v
جماعة	noun	جَماعَة	_	_	جماعة-n	جَماعَة-n
،	punc	،	_	_	،-x	،-x
فأمسك	verb	أَمْسَك	_	_	فأمسك-v	أَمْسَك-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
بأيديهم	noun	يَد	_	_	بأيديهم-n	يَد-n
فقتل	verb	قَتَل	_	_	فقتل-v	قَتَل-v
ذلك	pron_dem	ذٰلِكَ	_	_	ذلك-t	ذٰلِكَ-t
الرجل	noun	رَجُل	_	_	الرجل-n	رَجُل-n
عند	noun	عِنْد	_	_	عند-n	عِنْد-n
الجمرة	noun	جَمْر	_	_	الجمرة-n	جَمْر-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
حج	noun	حَجّ	_	_	حج-n	حَجّ-n
بالناس	noun	ناس	_	_	بالناس-n	ناس-n
مصعب	noun_prop	مصعب	_	_	مصعب-o	مصعب-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الزبير	noun_prop	زُبَيْر	_	_	الزبير-o	زُبَيْر-o
؛	punc	؛	_	_	؛-x	؛-x
وكان	verb	كان	_	_	وكان-v	كان-v
على	prep	عَلَى	_	_	على-p	عَلَى-p
قضاء	noun	قَضاء	_	_	قضاء-n	قَضاء-n
الكوفة	noun_prop	كُوفَة	place	Kufa	الكوفة-o	كُوفَة-o
شريح	noun_prop	شريح	_	_	شريح-o	شريح-o
،	punc	،	_	_	،-x	،-x
وعلى	prep	عَلَى	_	_	وعلى-p	عَلَى-p
قضاء	noun	قَضاء	_	_	قضاء-n	قَضاء-n
البصرة	noun_prop	بَصْرَة	place	Basra	البصرة-o	بَصْرَة-o
هشام	noun_prop	هِشام	_	_	هشام-o	هِشام-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
هبيرة	noun	هُبَيْرَة	_	_	هبيرة-n	هُبَيْرَة-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توفي	verb	تَوَفَّى	_	_	توفي-v	تَوَفَّى-v
الأحنف	noun	أَحْنَف	_	_	الأحنف-n	أَحْنَف-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
قيس	verb	قَيَّس	_	_	قيس-v	قَيَّس-v
التميمي	noun_prop	تَمِيمِيّ	_	_	التميمي-o	تَمِيمِيّ-o
البصري	noun_prop	بَصْرِيّ	_	_	البصري-o	بَصْرِيّ-o
أبو	noun_prop	أَبُو	_	_	أبو-o	أَبُو-o
بحر	noun	بَحْر	_	_	بحر-n	بَحْر-n
؛	punc	؛	_	_	؛-x	؛-x
واسمه	noun	ٱِسْم	_	_	واسمه-n	ٱِسْم-n
الضحاك	noun	ضَحّاك	_	_	الضحاك-n	ضَحّاك-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
قيس	verb	قَيَّس	_	_	قيس-v	قَيَّس-v
بن	noun_prop	بِن	_	_	بن-o	بِن-o
معاوية	noun	مُعاوِيَة	_	_	معاوية-n	مُعاوِيَة-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الحصين	adj	حَصِين	_	_	الحصين-a	حَصِين-a
،	punc	،	_	_	،-x	،-x
وكان	verb	كان	_	_	وكان-v	كان-v
أحنف	noun	أَحْنَف	_	_	أحنف-n	أَحْنَف-n
الرجلين	noun	رَجُل	_	_	الرجلين-n	رَجُل-n
(	punc	(	_	_	(-x	(-x
والحنف	noun_prop	والحنف	_	_	والحنف-o	والحنف-o
:	punc	:	_	_	:-x	:-x
الميل	noun	مَيْل	_	_	الميل-n	مَيْل-n
)	punc	)	_	_	)-x	)-x
،	punc	،	_	_	،-x	،-x
وهو	pron	هُوَ	_	_	وهو-f	هُوَ-f
من	prep	مِن	_	_	من-p	مِن-p
الطبقة	noun	طَبَقَة	_	_	الطبقة-n	طَبَقَة-n
الأولى	adj	أُولَى	_	_	الأولى-a	أُولَى-a
من	prep	مِن	_	_	من-p	مِن-p
التابعين	adj	تابِع	_	_	التابعين-a	تابِع-a
من	prep	مِن	_	_	من-p	مِن-p
أهل	noun	أَهْل	_	_	أهل-n	أَهْل-n
البصرة	noun_prop	بَصْرَة	place	Basra	البصرة-o	بَصْرَة-o
،	punc	،	_	_	،-x	،-x
أدرك	verb	أَدْرَك	_	_	أدرك-v	أَدْرَك-v
النبي	adj	نَبِيّ	_	_	النبي-a	نَبِيّ-a
صلى	verb	صَلَّى	_	_	صلى-v	صَلَّى-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
عليه	prep	عَلَى	_	_	عليه-p	عَلَى-p
وسلم	verb	سَلَّم	_	_	وسلم-v	سَلَّم-v
ولم	part_neg	لَم	_	_	ولم-e	لَم-e
يره	verb	راوَنْد	_	_	يره-v	راوَنْد-v
.	punc	.	_	_	.-x	.-x
قلت	verb	قال	_	_	قلت-v	قال-v
:	punc	:	_	_	:-x	:-x
وأخبار	noun	خَبَر	_	_	وأخبار-n	خَبَر-n
الأحنف	noun	أَحْنَف	_	_	الأحنف-n	أَحْنَف-n
مشهورة	adj	مَشْهُور	_	_	مشهورة-a	مَشْهُور-a
تغني	verb	أَغْنَى	_	_	تغني-v	أَغْنَى-v
عن	prep	عَن	_	_	عن-p	عَن-p
الأطناب	noun	طُنُب	_	_	الأطناب-n	طُنُب-n
في	prep	فِي	_	_	في-p	فِي-p
ذكره	verb	ذَكَر	_	_	ذكره-v	ذَكَر-v
،	punc	،	_	_	،-x	،-x
وقد	part_verb	قَدْ	_	_	وقد-l	قَدْ-l
تقدم	verb	تَقَدَّم	_	_	تقدم-v	تَقَدَّم-v
ذكر	verb	ذَكَر	_	_	ذكر-v	ذَكَر-v
وفاته	noun	وَفاة	_	_	وفاته-n	وَفاة-n
،	punc	،	_	_	،-x	،-x
والصحيح	adj	صَحِيح	_	_	والصحيح-a	صَحِيح-a
في	prep	فِي	_	_	في-p	فِي-p
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
السنة	noun	سَنَة	_	_	السنة-n	سَنَة-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توفي	verb	تَوَفَّى	_	_	توفي-v	تَوَفَّى-v
أبو	noun_prop	أَبُو	_	_	أبو-o	أَبُو-o
الأسود	noun	أَسْوَد	_	_	الأسود-n	أَسْوَد-n
الدولي	adj	دَوْلِيّ	_	_	الدولي-a	دَوْلِيّ-a
البصري	noun_prop	بَصْرِيّ	_	_	البصري-o	بَصْرِيّ-o
الكناني	noun_prop	الكناني	_	_	الكناني-o	الكناني-o
واسمه	noun	ٱِسْم	_	_	واسمه-n	ٱِسْم-n
ظالم	noun	ظالِم	_	_	ظالم-n	ظالِم-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
عمرو	noun_prop	عَمْرو	_	_	عمرو-o	عَمْرو-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
سفيان	noun_prop	سُفْيان	_	_	سفيان-o	سُفْيان-o
،	punc	،	_	_	،-x	،-x
وهو	pron	هُوَ	_	_	وهو-f	هُوَ-f
من	prep	مِن	_	_	من-p	مِن-p
الطبقة	noun	طَبَقَة	_	_	الطبقة-n	طَبَقَة-n
الأولى	adj	أُولَى	_	_	الأولى-a	أُولَى-a
من	prep	مِن	_	_	من-p	مِن-p
تابعي	adj	تابِع	_	_	تابعي-a	تابِع-a
البصرة	noun_prop	بَصْرَة	place	Basra	البصرة-o	بَصْرَة-o
،	punc	،	_	_	،-x	،-x
وهو	pron	هُوَ	_	_	وهو-f	هُوَ-f
أول	adj	أَوَّل	_	_	أول-a	أَوَّل-a
من	prep	مِن	_	_	من-p	مِن-p
وضع	noun	وَضْع	_	_	وضع-n	وَضْع-n
علم	verb	عَلِم	_	_	علم-v	عَلِم-v
النحو	noun	نَحْو	_	_	النحو-n	نَحْو-n
،	punc	،	_	_	،-x	،-x
ومآت	noun	مَأْتَى	_	_	ومآت-n	مَأْتَى-n
بالطاعون	noun	طاعُون	catastrophe	plague	بالطاعون-n	طاعُون-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
قتل	verb	قَتَل	_	_	قتل-v	قَتَل-v
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
الملك	noun	مَلِك	_	_	الملك-n	مَلِك-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مروان	noun_prop	مَرْوان	_	_	مروان-o	مَرْوان-o
عمرو	noun_prop	عَمْرو	_	_	عمرو-o	عَمْرو-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
سعيد	noun_prop	سَعِيد	_	_	سعيد-o	سَعِيد-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
العاص	noun_prop	العاص	_	_	العاص-o	العاص-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
سعيد	noun_prop	سَعِيد	_	_	سعيد-o	سَعِيد-o
«	punc	«	_	_	«-x	«-x
2	digit	2	_	_	2-0	2-0
»	punc	»	_	_	»-x	»-x
أبي	noun_prop	أَبِي	_	_	أبي-o	أَبِي-o
احيحه	noun_prop	احيحه	_	_	احيحه-o	احيحه-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
العاص	noun_prop	العاص	_	_	العاص-o	العاص-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
أمية	adj	أُمِّيّ	_	_	أمية-a	أُمِّيّ-a
الأشدق	noun	أَشْدَق	_	_	الأشدق-n	أَشْدَق-n
،	punc	،	_	_	،-x	،-x
سمى	verb	سَمَّى	_	_	سمى-v	سَمَّى-v
الأشدق	noun	أَشْدَق	_	_	الأشدق-n	أَشْدَق-n
لأنه	conj_sub	أَنَّ	_	_	لأنه-k	أَنَّ-k
كان	verb	كان	_	_	كان-v	كان-v
خطيبا	noun	خَطِيب	_	_	خطيبا-n	خَطِيب-n
مفلقا	noun_prop	مفلقا	_	_	مفلقا-o	مفلقا-o
،	punc	،	_	_	،-x	،-x
وقيل	verb	قال	_	_	وقيل-v	قال-v
:	punc	:	_	_	:-x	:-x
لاتساع	noun	ٱِتِّساع	_	_	لاتساع-n	ٱِتِّساع-n
شدقه	noun	شِدْق	_	_	شدقه-n	شِدْق-n
،	punc	،	_	_	،-x	،-x
وهو	pron	هُوَ	_	_	وهو-f	هُوَ-f
من	prep	مِن	_	_	من-p	مِن-p
الطبقة	noun	طَبَقَة	_	_	الطبقة-n	طَبَقَة-n
الثانية	adj	ثانِي	_	_	الثانية-a	ثانِي-a
من	prep	مِن	_	_	من-p	مِن-p
تابعي	adj	تابِع	_	_	تابعي-a	تابِع-a
أهل	noun	أَهْل	_	_	أهل-n	أَهْل-n
المدينة	noun	مَدِينَة	_	_	المدينة-n	مَدِينَة-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توفي	verb	تَوَفَّى	_	_	توفي-v	تَوَفَّى-v
قبيصه	noun_prop	قبيصه	_	_	قبيصه-o	قبيصه-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
جابر	noun_prop	جابِر	_	_	جابر-o	جابِر-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
وهب	verb	هَبّ	_	_	وهب-v	هَبّ-v
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مالك	noun	مالِك	_	_	مالك-n	مالِك-n
أبو	noun_prop	أَبُو	_	_	أبو-o	أَبُو-o
العلاء	noun	عَلاء	_	_	العلاء-n	عَلاء-n
الأسدي	noun	أَسَدِيّ	_	_	الأسدي-n	أَسَدِيّ-n
،	punc	،	_	_	،-x	،-x
من	prep	مِن	_	_	من-p	مِن-p
الطبقة	noun	طَبَقَة	_	_	الطبقة-n	طَبَقَة-n
الأولى	adj	أُولَى	_	_	الأولى-a	أُولَى-a
من	prep	مِن	_	_	من-p	مِن-p
التابعين	adj	تابِع	_	_	التابعين-a	تابِع-a
من	prep	مِن	_	_	من-p	مِن-p
أهل	noun	أَهْل	_	_	أهل-n	أَهْل-n
الكوفة	noun_prop	كُوفَة	place	Kufa	الكوفة-o	كُوفَة-o
،	punc	،	_	_	،-x	،-x
وكانت	verb	كان	_	_	وكانت-v	كان-v
أرضعته	verb	أَرْضَع	_	_	أرضعته-v	أَرْضَع-v
هند	noun_prop	هِنْد	_	_	هند-o	هِنْد-o
أم	conj	أَم	_	_	أم-c	أَم-c
معاوية	noun	مُعاوِيَة	_	_	معاوية-n	مُعاوِيَة-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
أبي	noun_prop	أَبِي	_	_	أبي-o	أَبِي-o
سفيان	noun_prop	سُفْيان	_	_	سفيان-o	سُفْيان-o
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توفي	verb	تَوَفَّى	_	_	توفي-v	تَوَفَّى-v
مالك	noun	مالِك	_	_	مالك-n	مالِك-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
يخامر	verb	خامَر	_	_	يخامر-v	خامَر-v
«	punc	«	_	_	«-x	«-x
3	digit	3	_	_	3-0	3-0
»	punc	»	_	_	»-x	»-x
السكسكي	noun_prop	السكسكي	_	_	السكسكي-o	السكسكي-o
الالهاني	noun_prop	الالهاني	_	_	الالهاني-o	الالهاني-o
الحمصي	noun_prop	حِمْصِيّ	_	_	الحمصي-o	حِمْصِيّ-o
،	punc	،	_	_	،-x	،-x
من	prep	مِن	_	_	من-p	مِن-p
الطبقة	noun	طَبَقَة	_	_	الطبقة-n	طَبَقَة-n
الأولى	adj	أُولَى	_	_	الأولى-a	أُولَى-a
من	prep	مِن	_	_	من-p	مِن-p
تابعي	adj	تابِع	_	_	تابعي-a	تابِع-a
أهل	noun	أَهْل	_	_	أهل-n	أَهْل-n
الشام	noun_prop	شام	place	Sham	الشام-o	شام-o
،	punc	،	_	_	،-x	،-x
وقيل	verb	قال	_	_	وقيل-v	قال-v
:	punc	:	_	_	:-x	:-x
له	prep	لِ	_	_	له-p	لِ-p
صحبه	verb	صَحِب	_	_	صحبه-v	صَحِب-v
ورواية	noun	رِوايَة	_	_	ورواية-n	رِوايَة-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
توفي	verb	تَوَفَّى	_	_	توفي-v	تَوَفَّى-v
يزيد	verb	زاد	_	_	يزيد-v	زاد-v
بن	noun_prop	بِن	_	_	بن-o	بِن-o
ربيعه	noun_prop	رَبِيع	_	_	ربيعه-o	رَبِيع-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مفرغ	adj	مُفْرَغ	_	_	مفرغ-a	مُفْرَغ-a
أبو	noun_prop	أَبُو	_	_	أبو-o	أَبُو-o
عنان	noun	عَنان	_	_	عنان-n	عَنان-n
الحميري	noun_prop	الحميري	_	_	الحميري-o	الحميري-o
البصري	noun_prop	بَصْرِيّ	_	_	البصري-o	بَصْرِيّ-o
،	punc	،	_	_	،-x	،-x
كان	verb	كان	_	_	كان-v	كان-v
شاعرا	noun	شاعِر	_	_	شاعرا-n	شاعِر-n
مجيدا	noun	مَجِيد	_	_	مجيدا-n	مَجِيد-n
،	punc	،	_	_	،-x	،-x
والسيد	noun_prop	سَيِّد	_	_	والسيد-o	سَيِّد-o
الحميري	noun_prop	الحميري	_	_	الحميري-o	الحميري-o
من	prep	مِن	_	_	من-p	مِن-p
ولده	noun	وَلَد	_	_	ولده-n	وَلَد-n
.	punc	.	_	_	.-x	.-x
@SUBCHAPTER@	n="-"	subchapter_title="السنة الخامسة من ولاية عبد العزيز بن مروان على"
@P@	n=""	id="p265"	translation="_"	pages="185"
فيها	prep	فِي	_	_	فيها-p	فِي-p
كان	verb	كان	_	_	كان-v	كان-v
الوباء	noun	وَباء	catastrophe	pestilence	الوباء-n	وَباء-n
بمصر	noun_prop	مِصْر	place	Egypt	بمصر-o	مِصْر-o
،	punc	،	_	_	،-x	،-x
وقيل	verb	قال	_	_	وقيل-v	قال-v
فيها	prep	فِي	_	_	فيها-p	فِي-p
كان	verb	كان	_	_	كان-v	كان-v
طاعون	noun	طاعُون	catastrophe	plague	طاعون-n	طاعُون-n
الحارف	noun_prop	الحارف	_	_	الحارف-o	الحارف-o
؟	punc	؟	_	_	؟-x	؟-x
؟	punc	؟	_	_	؟-x	؟-x
؟	punc	؟	_	_	؟-x	؟-x
المقدم	noun	مُقَدَّم	_	_	المقدم-n	مُقَدَّم-n
ذكره	verb	ذَكَر	_	_	ذكره-v	ذَكَر-v
في	prep	فِي	_	_	في-p	فِي-p
الماضية	adj	ماضِي	_	_	الماضية-a	ماضِي-a
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
تحول	verb	تَحَوَّل	_	_	تحول-v	تَحَوَّل-v
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
العزيز	noun_prop	عَزِيز	_	_	العزيز-o	عَزِيز-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مروان	noun_prop	مَرْوان	_	_	مروان-o	مَرْوان-o
صاحب	noun	صاحِب	_	_	صاحب-n	صاحِب-n
الترجمة	noun	تَرْجَمَة	_	_	الترجمة-n	تَرْجَمَة-n
من	prep	مِن	_	_	من-p	مِن-p
مصر	noun_prop	مِصْر	place	Egypt	مصر-o	مِصْر-o
إلى	prep	إِلَى	_	_	إلى-p	إِلَى-p
حلوان	noun_prop	حُلْوان	_	_	حلوان-o	حُلْوان-o
حسبما	conj	حَسَبَما	_	_	حسبما-c	حَسَبَما-c
ذكرناه	verb	ذَكَر	_	_	ذكرناه-v	ذَكَر-v
في	prep	فِي	_	_	في-p	فِي-p
أول	adj	أَوَّل	_	_	أول-a	أَوَّل-a
ترجمته	verb	تَرْجَم	_	_	ترجمته-v	تَرْجَم-v
،	punc	،	_	_	،-x	،-x
واشتراها	verb	ٱِشْتَرَى	_	_	واشتراها-v	ٱِشْتَرَى-v
من	prep	مِن	_	_	من-p	مِن-p
القبط	noun_prop	قِبْطِيّ	_	_	القبط-o	قِبْطِيّ-o
بعشرة	noun	عَشَرَة	_	_	بعشرة-n	عَشَرَة-n
آلاف	noun	أَلْف	_	_	آلاف-n	أَلْف-n
دينار	noun	دِينار	_	_	دينار-n	دِينار-n
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
حج	noun	حَجّ	_	_	حج-n	حَجّ-n
بالناس	noun	ناس	_	_	بالناس-n	ناس-n
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الزبير	noun_prop	زُبَيْر	_	_	الزبير-o	زُبَيْر-o
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
كانت	verb	كان	_	_	كانت-v	كان-v
مقتله	noun	مَقْتَل	_	_	مقتله-n	مَقْتَل-n
عمير	noun_prop	عُمَيْر	_	_	عمير-o	عُمَيْر-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الحباب	noun	حَباب	_	_	الحباب-n	حَباب-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
جعده	verb	جَعُد	_	_	جعده-v	جَعُد-v
السلمي	adj	سِلْمِيّ	_	_	السلمي-a	سِلْمِيّ-a
.	punc	.	_	_	.-x	.-x
وفيها	prep	فِي	_	_	وفيها-p	فِي-p
تحركت	verb	تَحَرَّك	_	_	تحركت-v	تَحَرَّك-v
الروم	noun_prop	رُوم	_	_	الروم-o	رُوم-o
على	prep	عَلَى	_	_	على-p	عَلَى-p
أهل	noun	أَهْل	_	_	أهل-n	أَهْل-n
الشام	noun_prop	شام	place	Sham	الشام-o	شام-o
وعجز	noun	عَجْز	_	_	وعجز-n	عَجْز-n
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
الملك	noun	مَلِك	_	_	الملك-n	مَلِك-n
بن	noun_prop	بِن	_	_	بن-o	بِن-o
مروان	noun_prop	مَرْوان	_	_	مروان-o	مَرْوان-o
عنهم	prep	عَن	_	_	عنهم-p	عَن-p
لاشتغاله	noun	ٱِشْتِغال	_	_	لاشتغاله-n	ٱِشْتِغال-n
بقتال	noun	قِتال	_	_	بقتال-n	قِتال-n
عبد	noun_prop	عَبْد	_	_	عبد-o	عَبْد-o
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
بن	noun_prop	بِن	_	_	بن-o	بِن-o
الزبير	noun_prop	زُبَيْر	_	_	الزبير-o	زُبَيْر-o
،	punc	،	_	_	،-x	،-x
فصالح	noun_prop	صالِح	_	_	فصالح-o	صالِح-o
ملك	noun	مَلِك	_	_	ملك-n	مَلِك-n
الروم	noun_prop	رُوم	_	_	الروم-o	رُوم-o
على	prep	عَلَى	_	_	على-p	عَلَى-p
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
يودى	verb	أَوْدَى	_	_	يودى-v	أَوْدَى-v
له	prep	لِ	_	_	له-p	لِ-p
في	prep	فِي	_	_	في-p	فِي-p
كل	noun	كُلّ	_	_	كل-n	كُلّ-n
