@BOOK@	n="1"	book_title="The Noble Quran"	book_type="#religious"
@SECTION@	n="0"	section_title="Introduction"
@SURA@	n="2"	sura_title="al-Baqara"
@P@	n="155"	id="p12"	translation="We will certainly test you with a touch of fear and famine and loss of property, life, and crops. Give good news to those who patiently endure"
ولنبلونكم	noun_prop	ولنبلونكم	_	_	ولنبلونكم-o	ولنبلونكم-o
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
قريب	adj	قَرِيب	_	_	قريب-a	قَرِيب-a
@SURA@	n="3"	sura_title="Al-Imrān"
@P@	n="117"	id="p15"	translation="The likeness of that which they spend in this life of the world is as the likeness of a biting, icy wind which smiteth the harvest of a people who have wronged themselves, and devastateth it. Allah wronged them not, but they do wrong themselves."
مثل	noun	مِثْل	_	_	مثل-n	مِثْل-n
ما	pron_rel	ما	_	_	ما-g	ما-g
ينفقون	verb	أَنْفَق	_	_	ينفقون-v	أَنْفَق-v
في	prep	فِي	_	_	في-p	فِي-p
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
الحيوه	noun_prop	الحيوه	_	_	الحيوه-o	الحيوه-o
الدنيا	noun	دُنْيا	_	_	الدنيا-n	دُنْيا-n
كمثل	noun	مَثَل	_	_	كمثل-n	مَثَل-n
ريح	noun	رِيح	catastrophe	wind	ريح-n	رِيح-n
فيها	prep	فِي	_	_	فيها-p	فِي-p
ضر	verb	ضَرّ	catastrophe	harm;adversity	ضر-v	ضَرّ-v
أصابت	verb	أَصاب	_	_	أصابت-v	أَصاب-v
حرث	verb	حَرَث	_	_	حرث-v	حَرَث-v
قوم	noun	قَوْم	_	_	قوم-n	قَوْم-n
ظلموا	verb	ظَلَم	_	_	ظلموا-v	ظَلَم-v
أنفسهم	noun	نَفْس	_	_	أنفسهم-n	نَفْس-n
فأهلكته	verb	أَهْلَك	_	_	فأهلكته-v	أَهْلَك-v
ظلمهم	noun	ظُلْم	_	_	ظلمهم-n	ظُلْم-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
ولكن	conj	لٰكِن	_	_	ولكن-c	لٰكِن-c
أنفسهم	noun	نَفْس	_	_	أنفسهم-n	نَفْس-n
يظلمون	verb	ٱِظَّلَم	_	_	يظلمون-v	ٱِظَّلَم-v
@P@	n="165"	id="p16"	translation="Why is it when you suffered casualties ˹at Uḥud˺—although you had made your enemy suffer twice as much ˹at Badr˺—you protested, “How could this be?”? Say, ˹O Prophet,˺ “It is because of your disobedience.” Surely Allah is Most Capable of everything."
أولما	verb	أَوْلَم	_	_	أولما-v	أَوْلَم-v
أصبتكم	verb	أَصاب	_	_	أصبتكم-v	أَصاب-v
مصيبة	noun	مُصِيبَة	catastrophe:divine	calamity	مصيبة-n	مُصِيبَة-n
قد	part_verb	قَدْ	_	_	قد-l	قَدْ-l
أصبتم	verb	أَصاب	_	_	أصبتم-v	أَصاب-v
مثليها	adj	مِثْلِيّ	_	_	مثليها-a	مِثْلِيّ-a
قلتم	verb	قال	_	_	قلتم-v	قال-v
أني	conj_sub	أَنَّ	_	_	أني-k	أَنَّ-k
هذا	pron_dem	هٰذا	_	_	هذا-t	هٰذا-t
قل	verb	قال	_	_	قل-v	قال-v
هو	pron	هُوَ	_	_	هو-f	هُوَ-f
من	prep	مِن	_	_	من-p	مِن-p
عند	noun	عِنْد	_	_	عند-n	عِنْد-n
أنفسكم	noun	نَفْس	_	_	أنفسكم-n	نَفْس-n
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
على	prep	عَلَى	_	_	على-p	عَلَى-p
كل	noun	كُلّ	_	_	كل-n	كُلّ-n
شيء	noun	شَيْء	_	_	شيء-n	شَيْء-n
قدير	adj	قَدِير	_	_	قدير-a	قَدِير-a
@P@	n="172"	id="p17"	translation="˹As for˺ those who responded to the call of Allah and His Messenger after their injury,1 those of them who did good and were mindful ˹of Allah˺ will have a great reward."
الذين	pron_rel	الَّذِي	_	_	الذين-g	الَّذِي-g
استجابوا	verb	ٱِسْتَجاب	_	_	استجابوا-v	ٱِسْتَجاب-v
لله	noun_prop	اللَّه	_	_	لله-o	اللَّه-o
والرسول	noun	رَسُول	_	_	والرسول-n	رَسُول-n
من	prep	مِن	_	_	من-p	مِن-p
بعد	noun	بُعْد	_	_	بعد-n	بُعْد-n
ما	pron_rel	ما	_	_	ما-g	ما-g
أصابهم	verb	أَصاب	_	_	أصابهم-v	أَصاب-v
القرح	adj	قَرِح	_	_	القرح-a	قَرِح-a
للذين	pron_rel	الَّذِي	_	_	للذين-g	الَّذِي-g
أحسنوا	verb	أَحْسَن	_	_	أحسنوا-v	أَحْسَن-v
منهم	prep	مِن	_	_	منهم-p	مِن-p
واتقوا	verb	ٱِتَّقَى	_	_	واتقوا-v	ٱِتَّقَى-v
أجر	verb	جَرَى	_	_	أجر-v	جَرَى-v
عظيم	adj	عَظِيم	_	_	عظيم-a	عَظِيم-a
@SURA@	n="4"	sura_title=".al-Nisā͗"
@P@	n="62"	id="p18"	translation="How ˹horrible˺ will it be if a disaster strikes them because of what their hands have done, then they come to you swearing by Allah, “We intended nothing but goodwill and reconciliation.”"
فكيف	adv_interrog	كَيْفَ	_	_	فكيف-i	كَيْفَ-i
إذا	conj	إِذا	_	_	إذا-c	إِذا-c
أصبتهم	verb	أَصاب	_	_	أصبتهم-v	أَصاب-v
مصيبة	noun	مُصِيبَة	catastrophe:divine	calamity	مصيبة-n	مُصِيبَة-n
ثم	adv	ثُمَّ	_	_	ثم-r	ثُمَّ-r
جاءوك	verb	جاء	_	_	جاءوك-v	جاء-v
يحلفون	verb	حَلَف	_	_	يحلفون-v	حَلَف-v
بالله	noun_prop	اللَّه	_	_	بالله-o	اللَّه-o
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
أردنا	verb	أَراد	_	_	أردنا-v	أَراد-v
إلا	part	إِلّا	_	_	إلا-h	إِلّا-h
أحسنا	noun	أَحْسَن	_	_	أحسنا-n	أَحْسَن-n
وتوفيقا	noun	تَوْفِيق	_	_	وتوفيقا-n	تَوْفِيق-n
@P@	n="72"	id="p19"	translation="There will be some among you who will lag behind so that if you face a disaster, they will say, “Allah has blessed us for not being there among them.”"
وأن	conj_sub	أَنَّ	_	_	وأن-k	أَنَّ-k
منكم	prep	مِن	_	_	منكم-p	مِن-p
لمن	pron_rel	مَن	_	_	لمن-g	مَن-g
ليبطين	noun_prop	ليبطين	_	_	ليبطين-o	ليبطين-o
فإن	verb_pseudo	إِنَّ	_	_	فإن-w	إِنَّ-w
أصبتكم	verb	أَصاب	_	_	أصبتكم-v	أَصاب-v
مصيبة	noun	مُصِيبَة	catastrophe:divine	calamity	مصيبة-n	مُصِيبَة-n
قال	verb	قال	_	_	قال-v	قال-v
قد	part_verb	قَدْ	_	_	قد-l	قَدْ-l
أنعم	noun	أَنْعَم	_	_	أنعم-n	أَنْعَم-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
على	prep	عَلَى	_	_	على-p	عَلَى-p
إذ	conj	إِذ	_	_	إذ-c	إِذ-c
لم	part_neg	لَم	_	_	لم-e	لَم-e
أكن	verb	كان	_	_	أكن-v	كان-v
معهم	prep	مَع	_	_	معهم-p	مَع-p
شهيدا	noun	شَهِيد	_	_	شهيدا-n	شَهِيد-n
@P@	n="78"	id="p20"	translation="Wherever you may be, death will overcome you—even if you were in fortified towers.” When something good befalls them, they say, “This is from Allah,” but when something evil befalls them, they say, “This is from you.” Say, ˹O Prophet,˺ “Both have been destined by Allah.” So what is the matter with these people? They can hardly comprehend anything!"
أينما	conj	أَيْنَما	_	_	أينما-c	أَيْنَما-c
تكونوا	verb	كان	_	_	تكونوا-v	كان-v
يدرككم	verb	أَدْرَك	_	_	يدرككم-v	أَدْرَك-v
الموت	noun	مَوْت	_	_	الموت-n	مَوْت-n
ولو	conj	لَو	_	_	ولو-c	لَو-c
كنتم	verb	كان	_	_	كنتم-v	كان-v
في	prep	فِي	_	_	في-p	فِي-p
بروج	noun_prop	برُوج	_	_	بروج-o	برُوج-o
مشيده	adj	مُشَيَّد	_	_	مشيده-a	مُشَيَّد-a
وأن	conj_sub	أَنَّ	_	_	وأن-k	أَنَّ-k
تصبهم	verb	أَصاب	_	_	تصبهم-v	أَصاب-v
حسنة	noun	حَسَن	_	_	حسنة-n	حَسَن-n
يقولوا	verb	قال	_	_	يقولوا-v	قال-v
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
من	prep	مِن	_	_	من-p	مِن-p
عند	noun	عِنْد	_	_	عند-n	عِنْد-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
وأن	conj_sub	أَنَّ	_	_	وأن-k	أَنَّ-k
تصبهم	verb	أَصاب	_	_	تصبهم-v	أَصاب-v
سييه	noun	سِيّ	_	_	سييه-n	سِيّ-n
يقولوا	verb	قال	_	_	يقولوا-v	قال-v
هذه	pron_dem	هٰذا	_	_	هذه-t	هٰذا-t
من	prep	مِن	_	_	من-p	مِن-p
عندك	noun	عِنْد	_	_	عندك-n	عِنْد-n
قل	verb	قال	_	_	قل-v	قال-v
كل	noun	كُلّ	_	_	كل-n	كُلّ-n
من	prep	مِن	_	_	من-p	مِن-p
عند	noun	عِنْد	_	_	عند-n	عِنْد-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
فمال	noun	مال	_	_	فمال-n	مال-n
هؤلاء	pron_dem	هٰذا	_	_	هؤلاء-t	هٰذا-t
القوم	noun	قَوْم	_	_	القوم-n	قَوْم-n
لا	part_neg	لا	_	_	لا-e	لا-e
يكادون	verb	كاد	_	_	يكادون-v	كاد-v
يفقهون	verb	فَقِه	_	_	يفقهون-v	فَقِه-v
حديثا	adj	حَدِيث	_	_	حديثا-a	حَدِيث-a
@P@	n="79"	id="p21"	translation="Whatever good befalls you is from Allah and whatever evil befalls you is from yourself.1 We have sent you ˹O Prophet˺ as a messenger to ˹all˺ people. And Allah is sufficient as a Witness."
ما	pron_rel	ما	_	_	ما-g	ما-g
أصابك	verb	أَصاب	_	_	أصابك-v	أَصاب-v
من	prep	مِن	_	_	من-p	مِن-p
حسنة	noun	حَسَن	_	_	حسنة-n	حَسَن-n
فمن	prep	مِن	_	_	فمن-p	مِن-p
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
وما	pron_rel	ما	_	_	وما-g	ما-g
أصابك	verb	أَصاب	_	_	أصابك-v	أَصاب-v
من	prep	مِن	_	_	من-p	مِن-p
سييه	noun	سِيّ	_	_	سييه-n	سِيّ-n
فمن	prep	مِن	_	_	فمن-p	مِن-p
نفسك	noun	نَفْس	_	_	نفسك-n	نَفْس-n
وأرسلنك	verb	أَرْسَل	_	_	وأرسلنك-v	أَرْسَل-v
للناس	noun	ناس	_	_	للناس-n	ناس-n
رسولا	noun	رَسُول	_	_	رسولا-n	رَسُول-n
وكفى	verb	كَفَى	_	_	وكفى-v	كَفَى-v
بالله	noun_prop	اللَّه	_	_	بالله-o	اللَّه-o
شهيدا	noun	شَهِيد	_	_	شهيدا-n	شَهِيد-n
@SURA@	n="5"	sura_title="al-Mā͗ida"
@P@	n="49"	id="p22"	translation="And judge between them ˹O Prophet˺ by what Allah has revealed, and do not follow their desires. And beware, so they do not lure you away from some of what Allah has revealed to you. If they turn away ˹from Allah’s judgment˺, then know that it is Allah’s Will to repay them for some of their sins, and that many people are indeed rebellious."
وأن	conj_sub	أَنَّ	_	_	وأن-k	أَنَّ-k
أحكم	verb	حَكَم	_	_	أحكم-v	حَكَم-v
بينهم	noun	بَيِّن	_	_	بينهم-n	بَيِّن-n
بما	pron_rel	ما	_	_	بما-g	ما-g
أنزل	verb	أَنْزَل	_	_	أنزل-v	أَنْزَل-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
ولا	part_neg	لا	_	_	ولا-e	لا-e
تتبع	verb	تَبِع	_	_	تتبع-v	تَبِع-v
أهواءهم	noun	هَواء	_	_	أهواءهم-n	هَواء-n
وأحذرهم	verb	حَذَّر	_	_	وأحذرهم-v	حَذَّر-v
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
يفتنوك	verb	فَتَن	_	_	يفتنوك-v	فَتَن-v
عن	prep	عَن	_	_	عن-p	عَن-p
بعض	noun	عَضّ	_	_	بعض-n	عَضّ-n
ما	pron_rel	ما	_	_	ما-g	ما-g
أنزل	verb	أَنْزَل	_	_	أنزل-v	أَنْزَل-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
إليك	prep	إِلَى	_	_	إليك-p	إِلَى-p
فإن	verb_pseudo	إِنَّ	_	_	فإن-w	إِنَّ-w
تولوا	verb	تَوَلَّى	_	_	تولوا-v	تَوَلَّى-v
فأعلم	verb	عَلِم	_	_	فأعلم-v	عَلِم-v
إنما	verb_pseudo	إِنَّما	_	_	إنما-w	إِنَّما-w
يريد	verb	أَراد	_	_	يريد-v	أَراد-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
يصيبهم	verb	أَصاب	_	_	يصيبهم-v	أَصاب-v
ببعض	adj	بَعْض	_	_	ببعض-a	بَعْض-a
ذنوبهم	noun	ذَنْب	_	_	ذنوبهم-n	ذَنْب-n
وأن	conj_sub	أَنَّ	_	_	وأن-k	أَنَّ-k
كثيرا	adv	كَثِير	_	_	كثيرا-r	كَثِير-r
من	prep	مِن	_	_	من-p	مِن-p
الناس	noun	ناس	_	_	الناس-n	ناس-n
لفسقون	noun_prop	لفسقون	_	_	لفسقون-o	لفسقون-o
@P@	n="52"	id="p23"	translation="You see those with sickness in their hearts racing for their guardianship, saying ˹in justification˺, “We fear a turn of fortune will strike us.” But perhaps Allah will bring about ˹your˺ victory or another favour by His command, and they will regret what they have hidden in their hearts."
فترى	verb	راوَنْد	_	_	فترى-v	راوَنْد-v
الذين	pron_rel	الَّذِي	_	_	الذين-g	الَّذِي-g
في	prep	فِي	_	_	في-p	فِي-p
قلوبهم	noun	قَلْب	_	_	قلوبهم-n	قَلْب-n
مرض	noun	مَرَض	_	_	مرض-n	مَرَض-n
يسرعون	verb	سَرُع	_	_	يسرعون-v	سَرُع-v
فيهم	prep	فِي	_	_	فيهم-p	فِي-p
يقولون	verb	قال	_	_	يقولون-v	قال-v
نخشى	verb	خَشِي	_	_	نخشى-v	خَشِي-v
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
تصيبنا	verb	أَصاب	_	_	تصيبنا-v	أَصاب-v
دايره	noun_prop	دايره	_	_	دايره-o	دايره-o
فعسى	adv	عَسَى	_	_	فعسى-r	عَسَى-r
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
يأتي	verb	أَتَى	_	_	يأتي-v	أَتَى-v
بالفتح	noun	فَتْح	_	_	بالفتح-n	فَتْح-n
أو	conj	أَو	_	_	أو-c	أَو-c
أمر	noun	أَمْر	_	_	أمر-n	أَمْر-n
من	prep	مِن	_	_	من-p	مِن-p
عنده	noun	عِنْد	_	_	عنده-n	عِنْد-n
فيصبحوا	verb	أَصْبَح	_	_	فيصبحوا-v	أَصْبَح-v
على	prep	عَلَى	_	_	على-p	عَلَى-p
ما	pron_rel	ما	_	_	ما-g	ما-g
أسروا	verb	أَسَر	_	_	أسروا-v	أَسَر-v
في	prep	فِي	_	_	في-p	فِي-p
أنفسهم	noun	نَفْس	_	_	أنفسهم-n	نَفْس-n
ندمين	noun_prop	ندمين	_	_	ندمين-o	ندمين-o
@P@	n="106"	id="p24"	translation="O believers! When death approaches any of you, call upon two just Muslim men to witness as you make a bequest; otherwise, two non-Muslims if you are afflicted with death while on a journey.1 If you doubt ˹their testimony˺, keep them after prayer and let them testify under oath ˹saying˺, “By Allah! We would never sell our testimony for any price, even in favour of a close relative, nor withhold the testimony of Allah. Otherwise, we would surely be sinful.”"
يايها	noun	ياي	_	_	يايها-n	ياي-n
الذين	pron_rel	الَّذِي	_	_	الذين-g	الَّذِي-g
ءامنوا	noun_prop	ءامنوا	_	_	ءامنوا-o	ءامنوا-o
شهده	verb	شَهِد	_	_	شهده-v	شَهِد-v
بينكم	noun	بَيِّن	_	_	بينكم-n	بَيِّن-n
إذا	conj	إِذا	_	_	إذا-c	إِذا-c
حضر	verb	حَضَر	_	_	حضر-v	حَضَر-v
أحدكم	noun	أَحَد	_	_	أحدكم-n	أَحَد-n
الموت	noun	مَوْت	_	_	الموت-n	مَوْت-n
حين	noun	حِين	_	_	حين-n	حِين-n
الوصية	noun	وَصِيَّة	_	_	الوصية-n	وَصِيَّة-n
اثنان	adj	ٱِثْنانِ	_	_	اثنان-a	ٱِثْنانِ-a
ذوا	noun	ذُو	_	_	ذوا-n	ذُو-n
عدل	verb	عَدَل	_	_	عدل-v	عَدَل-v
منكم	prep	مِن	_	_	منكم-p	مِن-p
أو	conj	أَو	_	_	أو-c	أَو-c
ءاخران	noun_prop	ءاخران	_	_	ءاخران-o	ءاخران-o
من	prep	مِن	_	_	من-p	مِن-p
غيركم	noun	غَيْر	_	_	غيركم-n	غَيْر-n
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
أنتم	pron	أَنْتُم	_	_	أنتم-f	أَنْتُم-f
ضربتم	verb	ضَرَب	_	_	ضربتم-v	ضَرَب-v
في	prep	فِي	_	_	في-p	فِي-p
الأرض	noun	أَرْض	_	_	الأرض-n	أَرْض-n
فأصبتكم	verb	أَصاب	_	_	فأصبتكم-v	أَصاب-v
مصيبة	noun	مُصِيبَة	catastrophe:divine	calamity	مصيبة-n	مُصِيبَة-n
الموت	noun	مَوْت	_	_	الموت-n	مَوْت-n
تحبسونهما	verb	حَبَس	_	_	تحبسونهما-v	حَبَس-v
من	prep	مِن	_	_	من-p	مِن-p
بعد	noun	بُعْد	_	_	بعد-n	بُعْد-n
الصلوة	noun	صَلاة	_	_	الصلوة-n	صَلاة-n
فيقسمان	verb	قَسَّم	_	_	فيقسمان-v	قَسَّم-v
بالله	noun_prop	اللَّه	_	_	بالله-o	اللَّه-o
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
ارتبتم	verb	ٱِرْتاب	_	_	ارتبتم-v	ٱِرْتاب-v
لا	part_neg	لا	_	_	لا-e	لا-e
نشتري	verb	ٱِشْتَرَى	_	_	نشتري-v	ٱِشْتَرَى-v
به	prep	بِ	_	_	به-p	بِ-p
ثمنا	noun	ثَمَن	_	_	ثمنا-n	ثَمَن-n
ولو	conj	لَو	_	_	ولو-c	لَو-c
كان	verb	كان	_	_	كان-v	كان-v
ذا	noun	ذُو	_	_	ذا-n	ذُو-n
قربي	prep	قُرْبَ	_	_	قربي-p	قُرْبَ-p
ولا	part_neg	لا	_	_	ولا-e	لا-e
نكتم	verb	كَتَم	_	_	نكتم-v	كَتَم-v
شهده	verb	شَهِد	_	_	شهده-v	شَهِد-v
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
أنا	pron	أَنا	_	_	أنا-f	أَنا-f
إذا	conj	إِذا	_	_	إذا-c	إِذا-c
لمن	pron_rel	مَن	_	_	لمن-g	مَن-g
الإثمين	noun	إِثْم	_	_	الإثمين-n	إِثْم-n
@SURA@	n="6"	sura_title="al-An͑ām"
@P@	n="124"	id="p25"	translation="Whenever a sign comes to them, they say, “We will never believe until we receive what Allah’s messengers received.” Allah knows best where to place His message. The wicked will soon be overwhelmed by humiliation from Allah and a severe punishment for their evil plots."
وإذا	conj	إِذا	_	_	وإذا-c	إِذا-c
جاءتهم	verb	جاء	_	_	جاءتهم-v	جاء-v
ءايه	noun_prop	ءايه	_	_	ءايه-o	ءايه-o
قالوا	verb	قال	_	_	قالوا-v	قال-v
لن	part_neg	لَن	_	_	لن-e	لَن-e
نومن	verb	نَوَّم	_	_	نومن-v	نَوَّم-v
حتى	prep	حَتَّى	_	_	حتى-p	حَتَّى-p
نوتي	noun	نُوت	_	_	نوتي-n	نُوت-n
مثل	noun	مِثْل	_	_	مثل-n	مِثْل-n
ما	pron_rel	ما	_	_	ما-g	ما-g
أوتي	noun_prop	أُوتِي	_	_	أوتي-o	أُوتِي-o
رسل	noun	رَسُول	_	_	رسل-n	رَسُول-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
أعلم	verb	عَلِم	_	_	أعلم-v	عَلِم-v
حيث	conj	حَيْثُ	_	_	حيث-c	حَيْثُ-c
يجعل	verb	جَعَل	_	_	يجعل-v	جَعَل-v
رسالته	noun	رِسالَة	_	_	رسالته-n	رِسالَة-n
سيصيب	verb	أَصاب	_	_	سيصيب-v	أَصاب-v
الذين	pron_rel	الَّذِي	_	_	الذين-g	الَّذِي-g
أجرموا	verb	أَجْرَم	_	_	أجرموا-v	أَجْرَم-v
صغار	noun	صَغِير	_	_	صغار-n	صَغِير-n
عند	noun	عِنْد	_	_	عند-n	عِنْد-n
الله	noun_prop	اللَّه	_	_	الله-o	اللَّه-o
وعذاب	noun	عَذاب	catastrophe:divine	torture;punishment	وعذاب-n	عَذاب-n
شديد	noun_prop	شَدِيد	_	_	شديد-o	شَدِيد-o
بما	pron_rel	ما	_	_	بما-g	ما-g
كانوا	verb	كان	_	_	كانوا-v	كان-v
يمكرون	verb	مَكَر	_	_	يمكرون-v	مَكَر-v
@SURA@	n="7"	sura_title="al-A͑rāf"
@P@	n="78"	id="p26"	translation="Then an ˹overwhelming˺ earthquake struck them, and they fell lifeless in their homes."
فأخذتهم	verb	أَخَذ	_	_	فأخذتهم-v	أَخَذ-v
الرجفة	noun	رَجْفَة	catastrophe	earthquake	الرجفة-n	رَجْفَة-n
فأصبحوا	verb	أَصْبَح	_	_	فأصبحوا-v	أَصْبَح-v
في	prep	فِي	_	_	في-p	فِي-p
دارهم	noun	دار	_	_	دارهم-n	دار-n
جثمين	noun_prop	جثمين	_	_	جثمين-o	جثمين-o
@P@	n="91"	id="p27"	translation="Then an ˹overwhelming˺ earthquake struck them, and they fell lifeless in their homes."
فأخذتهم	verb	أَخَذ	_	_	فأخذتهم-v	أَخَذ-v
الرجفة	noun	رَجْفَة	_	_	الرجفة-n	رَجْفَة-n
فأصبحوا	verb	أَصْبَح	_	_	فأصبحوا-v	أَصْبَح-v
في	prep	فِي	_	_	في-p	فِي-p
دارهم	noun	دار	_	_	دارهم-n	دار-n
جثمين	noun_prop	جثمين	_	_	جثمين-o	جثمين-o
@P@	n="100"	id="p28"	translation="Is it not clear to those who take over the land after ˹the destruction of˺ its former residents that—if We will—We can punish them ˹too˺ for their sins and seal their hearts so they will not hear ˹the truth˺?"
أولم	verb	أَوْلَم	_	_	أولم-v	أَوْلَم-v
يهد	verb	أَهْدَى	_	_	يهد-v	أَهْدَى-v
للذين	pron_rel	الَّذِي	_	_	للذين-g	الَّذِي-g
يرثون	verb	وَرِث	_	_	يرثون-v	وَرِث-v
الأرض	noun	أَرْض	_	_	الأرض-n	أَرْض-n
من	prep	مِن	_	_	من-p	مِن-p
بعد	noun	بُعْد	_	_	بعد-n	بُعْد-n
أهلها	noun	أَهْل	_	_	أهلها-n	أَهْل-n
أن	conj_sub	أَنَّ	_	_	أن-k	أَنَّ-k
لو	conj	لَو	_	_	لو-c	لَو-c
نشاء	verb	شاء	_	_	نشاء-v	شاء-v
أصبنهم	verb	أَصاب	_	_	أصبنهم-v	أَصاب-v
بذنوبهم	noun	ذَنْب	_	_	بذنوبهم-n	ذَنْب-n
ونطبع	verb	طَبَع	_	_	ونطبع-v	طَبَع-v
على	prep	عَلَى	_	_	على-p	عَلَى-p
قلوبهم	noun	قَلْب	_	_	قلوبهم-n	قَلْب-n
